run_dir	method	molecule	config	seed	episode	n_actions	n_rot	n_cnot	gate_token_counts	rot_qubit_counts	cnot_edge_counts	cnot_src_counts	cnot_targ_counts	qubit_touch_counts	qubits_touched
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13791	3	2	1	"{""CNOT(1->2)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(1->2)"": 1}"	"{""q1"": 1}"	"{""q2"": 1}"	"{""q1"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 1}"	"[""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13792	5	2	3	"{""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(5->0)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(5->0)"": 1}"	"{""q1"": 2, ""q5"": 1}"	"{""q0"": 1, ""q2"": 1, ""q4"": 1}"	"{""q0"": 1, ""q1"": 2, ""q2"": 1, ""q4"": 2, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13793	5	2	3	"{""CNOT(0->1)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->2)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->1)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->2)"": 1}"	"{""q0"": 1, ""q3"": 1, ""q4"": 1}"	"{""q1"": 1, ""q2"": 2}"	"{""q0"": 1, ""q1"": 1, ""q2"": 2, ""q3"": 1, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13794	3	2	1	"{""CNOT(4->5)"": 1, ""RY(q=0)"": 1, ""RY(q=4)"": 1}"	"{""q0"": 1, ""q4"": 1}"	"{""CNOT(4->5)"": 1}"	"{""q4"": 1}"	"{""q5"": 1}"	"{""q0"": 1, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13795	21	7	14	"{""CNOT(0->2)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 1, ""CNOT(3->4)"": 2, ""CNOT(3->5)"": 2, ""CNOT(4->0)"": 1, ""CNOT(4->3)"": 1, ""CNOT(5->1)"": 2, ""CNOT(5->2)"": 1, ""RX(q=0)"": 1, ""RX(q=5)"": 2, ""RY(q=0)"": 1, ""RY(q=2)"": 1, ""RZ(q=1)"": 1, ""RZ(q=2)"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 2, ""q5"": 2}"	"{""CNOT(0->2)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 1, ""CNOT(3->4)"": 2, ""CNOT(3->5)"": 2, ""CNOT(4->0)"": 1, ""CNOT(4->3)"": 1, ""CNOT(5->1)"": 2, ""CNOT(5->2)"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 1, ""q3"": 5, ""q4"": 2, ""q5"": 3}"	"{""q0"": 1, ""q1"": 2, ""q2"": 3, ""q3"": 3, ""q4"": 2, ""q5"": 3}"	"{""q0"": 5, ""q1"": 4, ""q2"": 6, ""q3"": 8, ""q4"": 4, ""q5"": 8}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13796	4	2	2	"{""CNOT(0->1)"": 1, ""CNOT(2->3)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->1)"": 1, ""CNOT(2->3)"": 1}"	"{""q0"": 1, ""q2"": 1}"	"{""q1"": 1, ""q3"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13797	3	2	1	"{""CNOT(4->2)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(4->2)"": 1}"	"{""q4"": 1}"	"{""q2"": 1}"	"{""q2"": 1, ""q4"": 2, ""q5"": 1}"	"[""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13798	3	2	1	"{""CNOT(4->5)"": 1, ""RY(q=2)"": 1, ""RY(q=4)"": 1}"	"{""q2"": 1, ""q4"": 1}"	"{""CNOT(4->5)"": 1}"	"{""q4"": 1}"	"{""q5"": 1}"	"{""q2"": 1, ""q4"": 2, ""q5"": 1}"	"[""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13799	20	13	7	"{""CNOT(1->5)"": 1, ""CNOT(2->0)"": 1, ""CNOT(2->4)"": 1, ""CNOT(3->0)"": 1, ""CNOT(3->5)"": 1, ""CNOT(4->1)"": 1, ""CNOT(5->0)"": 1, ""RX(q=0)"": 1, ""RX(q=2)"": 1, ""RX(q=3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=0)"": 1, ""RY(q=1)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=2)"": 1, ""RZ(q=4)"": 1, ""RZ(q=5)"": 2}"	"{""q0"": 2, ""q1"": 1, ""q2"": 2, ""q3"": 1, ""q4"": 3, ""q5"": 4}"	"{""CNOT(1->5)"": 1, ""CNOT(2->0)"": 1, ""CNOT(2->4)"": 1, ""CNOT(3->0)"": 1, ""CNOT(3->5)"": 1, ""CNOT(4->1)"": 1, ""CNOT(5->0)"": 1}"	"{""q1"": 1, ""q2"": 2, ""q3"": 2, ""q4"": 1, ""q5"": 1}"	"{""q0"": 3, ""q1"": 1, ""q4"": 1, ""q5"": 2}"	"{""q0"": 5, ""q1"": 3, ""q2"": 4, ""q3"": 3, ""q4"": 5, ""q5"": 7}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13800	3	2	1	"{""CNOT(1->0)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(1->0)"": 1}"	"{""q1"": 1}"	"{""q0"": 1}"	"{""q0"": 1, ""q1"": 1, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13801	3	2	1	"{""CNOT(0->4)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->4)"": 1}"	"{""q0"": 1}"	"{""q4"": 1}"	"{""q0"": 1, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13802	5	3	2	"{""CNOT(4->3)"": 1, ""CNOT(5->1)"": 1, ""RX(q=3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(4->3)"": 1, ""CNOT(5->1)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""q1"": 1, ""q3"": 1}"	"{""q1"": 1, ""q3"": 2, ""q4"": 2, ""q5"": 2}"	"[""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13803	6	3	3	"{""CNOT(0->2)"": 1, ""CNOT(1->2)"": 1, ""CNOT(2->0)"": 1, ""RX(q=0)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->2)"": 1, ""CNOT(1->2)"": 1, ""CNOT(2->0)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1}"	"{""q0"": 1, ""q2"": 2}"	"{""q0"": 3, ""q1"": 1, ""q2"": 3, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13804	28	11	17	"{""CNOT(0->2)"": 2, ""CNOT(0->3)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->4)"": 1, ""CNOT(2->5)"": 1, ""CNOT(3->1)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->5)"": 3, ""CNOT(5->0)"": 1, ""CNOT(5->2)"": 1, ""CNOT(5->3)"": 1, ""RX(q=1)"": 1, ""RX(q=4)"": 2, ""RX(q=5)"": 1, ""RY(q=2)"": 2, ""RY(q=3)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 2, ""RZ(q=2)"": 1}"	"{""q1"": 1, ""q2"": 3, ""q3"": 1, ""q4"": 3, ""q5"": 3}"	"{""CNOT(0->2)"": 2, ""CNOT(0->3)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->4)"": 1, ""CNOT(2->5)"": 1, ""CNOT(3->1)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->5)"": 3, ""CNOT(5->0)"": 1, ""CNOT(5->2)"": 1, ""CNOT(5->3)"": 1}"	"{""q0"": 4, ""q1"": 1, ""q2"": 3, ""q3"": 2, ""q4"": 4, ""q5"": 3}"	"{""q0"": 3, ""q1"": 2, ""q2"": 3, ""q3"": 2, ""q4"": 2, ""q5"": 5}"	"{""q0"": 7, ""q1"": 4, ""q2"": 9, ""q3"": 5, ""q4"": 9, ""q5"": 11}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13805	9	4	5	"{""CNOT(0->2)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->4)"": 1, ""RX(q=4)"": 1, ""RY(q=2)"": 1, ""RY(q=5)"": 1, ""RZ(q=0)"": 1}"	"{""q0"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->2)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->4)"": 1}"	"{""q0"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 2}"	"{""q0"": 1, ""q2"": 2, ""q4"": 1, ""q5"": 1}"	"{""q0"": 3, ""q2"": 3, ""q3"": 1, ""q4"": 3, ""q5"": 4}"	"[""q0"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13806	4	2	2	"{""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1}"	"{""q0"": 1, ""q1"": 1}"	"{""q3"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13807	8	5	3	"{""CNOT(0->2)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->1)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=2)"": 1, ""RY(q=5)"": 1, ""RZ(q=0)"": 1}"	"{""q0"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 2}"	"{""CNOT(0->2)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->1)"": 1}"	"{""q0"": 1, ""q3"": 1, ""q4"": 1}"	"{""q1"": 2, ""q2"": 1}"	"{""q0"": 2, ""q1"": 2, ""q2"": 2, ""q3"": 1, ""q4"": 2, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13808	10	3	7	"{""CNOT(0->2)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->1)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->3)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->4)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=0)"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->2)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->1)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->3)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->4)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q4"": 2, ""q5"": 2}"	"{""q0"": 1, ""q1"": 3, ""q2"": 1, ""q3"": 1, ""q4"": 1}"	"{""q0"": 3, ""q1"": 4, ""q2"": 2, ""q3"": 1, ""q4"": 4, ""q5"": 3}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13809	6	2	4	"{""CNOT(0->4)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->0)"": 1, ""CNOT(3->2)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->4)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->0)"": 1, ""CNOT(3->2)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q3"": 1}"	"{""q0"": 1, ""q2"": 1, ""q3"": 1, ""q4"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 2, ""q3"": 2, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13810	4	2	2	"{""CNOT(0->5)"": 1, ""CNOT(2->0)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->5)"": 1, ""CNOT(2->0)"": 1}"	"{""q0"": 1, ""q2"": 1}"	"{""q0"": 1, ""q5"": 1}"	"{""q0"": 2, ""q2"": 1, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13811	4	2	2	"{""CNOT(0->3)"": 1, ""CNOT(1->3)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->3)"": 1, ""CNOT(1->3)"": 1}"	"{""q0"": 1, ""q1"": 1}"	"{""q3"": 2}"	"{""q0"": 1, ""q1"": 1, ""q3"": 2, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13812	3	2	1	"{""CNOT(0->1)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->1)"": 1}"	"{""q0"": 1}"	"{""q1"": 1}"	"{""q0"": 1, ""q1"": 1, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13813	5	4	1	"{""CNOT(5->2)"": 1, ""RX(q=2)"": 1, ""RX(q=3)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q2"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(5->2)"": 1}"	"{""q5"": 1}"	"{""q2"": 1}"	"{""q2"": 2, ""q3"": 1, ""q4"": 1, ""q5"": 2}"	"[""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13814	7	7	0	"{""RX(q=3)"": 2, ""RX(q=4)"": 1, ""RY(q=3)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=3)"": 1}"	"{""q3"": 4, ""q4"": 2, ""q5"": 1}"	{}	{}	{}	"{""q3"": 4, ""q4"": 2, ""q5"": 1}"	"[""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13815	50	24	26	"{""CNOT(0->1)"": 1, ""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(2->4)"": 1, ""CNOT(2->5)"": 4, ""CNOT(3->1)"": 1, ""CNOT(3->2)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->3)"": 2, ""CNOT(4->5)"": 4, ""CNOT(5->2)"": 2, ""CNOT(5->4)"": 1, ""RX(q=0)"": 2, ""RX(q=1)"": 2, ""RX(q=3)"": 7, ""RX(q=5)"": 3, ""RY(q=1)"": 1, ""RY(q=3)"": 5, ""RY(q=4)"": 1, ""RZ(q=0)"": 2, ""RZ(q=4)"": 1}"	"{""q0"": 4, ""q1"": 3, ""q3"": 12, ""q4"": 2, ""q5"": 3}"	"{""CNOT(0->1)"": 1, ""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->3)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(2->4)"": 1, ""CNOT(2->5)"": 4, ""CNOT(3->1)"": 1, ""CNOT(3->2)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->3)"": 2, ""CNOT(4->5)"": 4, ""CNOT(5->2)"": 2, ""CNOT(5->4)"": 1}"	"{""q0"": 3, ""q1"": 3, ""q2"": 7, ""q3"": 3, ""q4"": 7, ""q5"": 3}"	"{""q0"": 1, ""q1"": 4, ""q2"": 4, ""q3"": 4, ""q4"": 4, ""q5"": 9}"	"{""q0"": 8, ""q1"": 10, ""q2"": 11, ""q3"": 19, ""q4"": 13, ""q5"": 15}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13816	9	6	3	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(4->0)"": 1, ""RX(q=0)"": 1, ""RY(q=2)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=4)"": 2}"	"{""q0"": 1, ""q2"": 1, ""q4"": 3, ""q5"": 1}"	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(4->0)"": 1}"	"{""q0"": 2, ""q4"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 4, ""q2"": 1, ""q4"": 5, ""q5"": 2}"	"[""q0"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13817	2	2	0	"{""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	{}	{}	{}	"{""q4"": 1, ""q5"": 1}"	"[""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13818	3	2	1	"{""CNOT(2->1)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(2->1)"": 1}"	"{""q2"": 1}"	"{""q1"": 1}"	"{""q1"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 1}"	"[""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13819	5	2	3	"{""CNOT(2->0)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(2->0)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 1}"	"{""q2"": 2, ""q3"": 1}"	"{""q0"": 1, ""q2"": 1, ""q3"": 1}"	"{""q0"": 1, ""q2"": 3, ""q3"": 2, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	13820	3	2	1	"{""CNOT(5->3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(5->3)"": 1}"	"{""q5"": 1}"	"{""q3"": 1}"	"{""q3"": 1, ""q4"": 1, ""q5"": 2}"	"[""q3"", ""q4"", ""q5""]"
