scope	bucket	episodes	hits	avg_hit_step	avg_prefix_len	avg_final_error_mha	top_last_action	top_last_action_count
hyrlqas/COBYLA	0.60	34	34	21.852941176470587	21.852941176470587	0.599696572982801	CNOT(5->4)	4
hyrlqas/COBYLA	0.61	32	32	22.1875	22.1875	0.6101992620077823	RX(q=5)	4
hyrlqas/COBYLA	0.62	33	33	20.727272727272727	20.727272727272727	0.6199753268516248	RX(q=4)	5
hyrlqas/COBYLA	0.63	20	20	23.7	23.7	0.6289210809317325	RY(q=5)	2
hyrlqas/COBYLA	0.64	22	22	22.545454545454547	22.545454545454547	0.6399446890527375	RX(q=5)	2
hyrlqas/COBYLA	0.65	21	21	22.476190476190474	22.476190476190474	0.65034015194759	RX(q=1)	3
hyrlqas/COBYLA	0.66	12	12	20.666666666666668	20.666666666666668	0.6607738030997012	RY(q=4)	2
hyrlqas/COBYLA	0.67	18	18	26	26	0.6699131819652612	RX(q=4)	2
hyrlqas/COBYLA	0.68	16	16	22.625	22.625	0.6803241265860294	RX(q=5)	3
hyrlqas/COBYLA	0.69	13	13	21.384615384615383	21.384615384615383	0.6903560467989951	RX(q=5)	2
hyrlqas/COBYLA	0.70	18	18	22.38888888888889	22.38888888888889	0.7009075972484643	CNOT(3->4)	2
hyrlqas/COBYLA	0.71	15	15	20.066666666666666	20.066666666666666	0.7109211775707299	RX(q=5)	3
hyrlqas/COBYLA	0.72	10	10	23.3	23.3	0.7210937036123966	RX(q=4)	1
hyrlqas/COBYLA	0.73	14	14	19.714285714285715	19.714285714285715	0.730357968400343	RX(q=5)	3
hyrlqas/COBYLA	0.74	11	11	24.272727272727273	24.272727272727273	0.7395603062846267	CNOT(5->4)	2
hyrlqas/COBYLA	0.75	13	13	23.923076923076923	23.923076923076923	0.7502908096069879	RX(q=0)	2
hyrlqas/COBYLA	0.76	7	7	20.714285714285715	20.714285714285715	0.7604668289611689	RY(q=4)	2
hyrlqas/COBYLA	0.77	12	12	21.333333333333332	21.333333333333332	0.7692542565909122	RY(q=3)	2
hyrlqas/COBYLA	0.78	10	10	24.7	24.7	0.7803168786612247	RY(q=5)	2
hyrlqas/COBYLA	0.79	12	12	24.333333333333332	24.333333333333332	0.7894403629548444	RX(q=5)	2
hyrlqas/COBYLA	0.80	15	15	25.333333333333332	25.333333333333332	0.7995493107087507	RY(q=4)	2
hyrlqas/COBYLA	0.81	11	11	26.272727272727273	26.272727272727273	0.8096120197079221	RX(q=4)	2
hyrlqas/COBYLA	0.82	7	7	28.714285714285715	28.714285714285715	0.8205483108947627	RX(q=5)	3
hyrlqas/COBYLA	0.83	10	10	24.8	24.8	0.8301940454092716	RX(q=5)	3
hyrlqas/COBYLA	0.84	4	4	25.25	25.25	0.8403029931631778	RX(q=1)	1
hyrlqas/COBYLA	0.85	8	8	25.625	25.625	0.849482108458588	CNOT(4->5)	2
hyrlqas/COBYLA	0.86	4	4	28.5	28.5	0.8588996423330997	RY(q=2)	2
hyrlqas/COBYLA	0.87	6	6	19.666666666666668	19.666666666666668	0.8711384627269799	RY(q=4)	2
hyrlqas/COBYLA	0.88	3	3	16.666666666666668	16.666666666666668	0.8781320743806257	CNOT(4->5)	1
hyrlqas/COBYLA	0.89	11	11	24	24	0.8887669879696408	RX(q=4)	2
hyrlqas/COBYLA	0.90	9	9	25.333333333333332	25.333333333333332	0.8998546560321015	CNOT(3->0)	2
hyrlqas/COBYLA	0.91	5	5	25.6	25.6	0.9097304833975528	CNOT(3->1)	1
hyrlqas/COBYLA	0.92	3	3	29	29	0.921365310057709	RX(q=5)	1
hyrlqas/COBYLA	0.93	5	5	29.6	29.6	0.9291854394522403	RY(q=1)	2
hyrlqas/COBYLA	0.94	4	4	23	23	0.940438796385834	RY(q=4)	2
hyrlqas/COBYLA	0.95	9	9	25.22222222222222	25.22222222222222	0.9491278290464243	CNOT(1->4)	1
hyrlqas/COBYLA	0.96	7	7	24.714285714285715	24.714285714285715	0.9601934786542492	RX(q=4)	2
hyrlqas/COBYLA	0.97	9	9	27.22222222222222	27.22222222222222	0.9714861935755041	RX(q=2)	2
hyrlqas/COBYLA	0.98	5	5	21.6	21.6	0.9810653222647403	RX(q=5)	1
hyrlqas/COBYLA	0.99	5	5	26.8	26.8	0.9894576562491153	CNOT(3->5)	1
hyrlqas/COBYLA	1.00	6	6	29.166666666666668	29.166666666666668	1.0005202783194278	RX(q=0)	1
hyrlqas/COBYLA	1.01	5	5	25.6	25.6	1.0089126123038028	RY(q=4)	1
hyrlqas/COBYLA	1.02	5	5	31	31	1.0192122949209903	CNOT(2->3)	1
hyrlqas/COBYLA	1.03	7	7	27.571428571428573	27.571428571428573	1.0298117037519054	RX(q=4)	1
hyrlqas/COBYLA	1.04	5	5	28.4	28.4	1.0398116601553653	RY(q=2)	1
hyrlqas/COBYLA	1.05	5	5	24.8	24.8	1.0524001611319278	CNOT(3->0)	1
hyrlqas/COBYLA	1.06	3	3	31.333333333333332	31.333333333333332	1.0606017602530216	RX(q=3)	1
hyrlqas/COBYLA	1.07	1	1	24	24	1.0682311547842716	RY(q=0)	1
hyrlqas/COBYLA	1.08	10	10	23.7	23.7	1.080819655760834	RX(q=4)	3
hyrlqas/COBYLA	1.09	4	4	21.5	21.5	1.0920730126944278	RY(q=4)	1
hyrlqas/COBYLA	1.10	3	3	29.333333333333332	29.333333333333332	1.1016097558584903	RY(q=0)	1
hyrlqas/COBYLA	1.11	3	3	27	27	1.1089212589509383	RX(q=4)	1
hyrlqas/COBYLA	1.12	3	3	29.333333333333332	29.333333333333332	1.1181401106761986	RZ(q=3)	1
hyrlqas/COBYLA	1.13	4	4	23.25	23.25	1.1302199853506778	RX(q=3)	1
hyrlqas/COBYLA	1.14	4	4	27	27	1.142140914305756	RZ(q=1)	1
hyrlqas/COBYLA	1.15	2	2	24.5	24.5	1.1512008203116153	CNOT(5->2)	1
hyrlqas/COBYLA	1.16	1	1	27	27	1.1569228662100528	RX(q=4)	1
hyrlqas/COBYLA	1.17	4	4	26.5	26.5	1.1697974694815372	CNOT(4->3)	1
hyrlqas/COBYLA	1.18	2	2	21	21	1.184102584227631	RX(q=1)	1
hyrlqas/COBYLA	1.19	6	6	25	25	1.188712010090261	RY(q=4)	1
hyrlqas/COBYLA	1.20	5	5	28.6	28.6	1.1986938012686466	CNOT(5->0)	1
hyrlqas/COBYLA	1.21	3	3	31.666666666666668	31.666666666666668	1.2096928450511986	CNOT(3->4)	1
hyrlqas/COBYLA	1.22	3	3	19	19	1.219229588215261	RY(q=5)	1
hyrlqas/COBYLA	1.23	5	5	34.6	34.6	1.2301650537100528	RZ(q=4)	1
hyrlqas/COBYLA	1.24	2	2	17	17	1.237985183104584	CNOT(2->3)	1
hyrlqas/COBYLA	1.25	3	3	27.666666666666668	27.666666666666668	1.2507008406566673	RX(q=1)	1
hyrlqas/COBYLA	1.26	8	8	32.125	32.125	1.2592044366446231	CNOT(5->3)	1
hyrlqas/COBYLA	1.27	1	1	28	28	1.2742248071280216	CNOT(4->2)	1
hyrlqas/COBYLA	1.28	3	3	28	28	1.2774037215160423	CNOT(4->1)	1
hyrlqas/COBYLA	1.29	5	5	28.6	28.6	1.2877669824209903	RX(q=0)	1
hyrlqas/COBYLA	1.30	2	2	21.5	21.5	1.2966361535635684	CNOT(1->5)	1
hyrlqas/COBYLA	1.31	5	5	27.6	27.6	1.3093200219717716	RX(q=4)	2
hyrlqas/COBYLA	1.32	3	3	26	26	1.3187296085603133	RX(q=5)	1
hyrlqas/COBYLA	1.33	6	6	26.5	26.5	1.3300147546377872	RZ(q=3)	1
hyrlqas/COBYLA	1.34	4	4	33.75	33.75	1.3390746606436466	CNOT(5->4)	1
hyrlqas/COBYLA	1.35	3	3	30.333333333333332	30.333333333333332	1.3517903181957298	RX(q=2)	2
hyrlqas/COBYLA	1.36	1	1	31	31	1.3629165185538028	RX(q=4)	1
hyrlqas/COBYLA	1.37	5	5	22.2	22.2	1.3688292993155216	CNOT(4->5)	2
hyrlqas/COBYLA	1.38	1	1	10	10	1.3800826562491153	RY(q=4)	1
hyrlqas/COBYLA	1.39	6	6	31.166666666666668	31.166666666666668	1.390414128010183	RX(q=2)	2
hyrlqas/COBYLA	1.40	4	4	14	14	1.3986793054190372	CNOT(3->4)	1
hyrlqas/COBYLA	1.41	9	9	21.22222222222222	21.22222222222222	1.4106002343741153	RY(q=3)	2
hyrlqas/COBYLA	1.42	10	10	26.7	26.7	1.4186110986319278	CNOT(5->2)	3
hyrlqas/COBYLA	1.43	1	1	16	16	1.4315810693350528	RY(q=5)	1
hyrlqas/COBYLA	1.44	6	6	21.333333333333332	21.333333333333332	1.4387336267080997	RY(q=5)	2
hyrlqas/COBYLA	1.45	3	3	21.666666666666668	21.666666666666668	1.4503366642243758	RX(q=1)	1
hyrlqas/COBYLA	1.46	1	1	32	32	1.455422927245209	CNOT(1->2)	1
hyrlqas/COBYLA	1.47	5	5	24.4	24.4	1.468392897948334	RX(q=1)	1
hyrlqas/COBYLA	1.48	1	1	32	32	1.4849868310538028	CNOT(2->5)	1
hyrlqas/COBYLA	1.49	3	3	41	41	1.4926162255850528	CNOT(2->1)	1
hyrlqas/COBYLA	1.50	7	7	29.571428571428573	29.571428571428573	1.4994281849879545	CNOT(5->0)	1
hyrlqas/COBYLA	1.51	1	1	39	39	1.5107360375967716	CNOT(2->4)	1
hyrlqas/COBYLA	1.52	6	6	28.5	28.5	1.5190012150056258	RX(q=1)	2
hyrlqas/COBYLA	1.53	2	2	28.5	28.5	1.5283790124502872	CNOT(1->4)	1
hyrlqas/COBYLA	1.54	4	4	38	38	1.5395846856680606	RY(q=1)	1
hyrlqas/COBYLA	1.55	2	2	25.5	25.5	1.546498824462006	RZ(q=5)	1
hyrlqas/COBYLA	1.56	2	2	25	25	1.5612807763663028	RY(q=5)	1
hyrlqas/COBYLA	1.57	4	4	24.5	24.5	1.5691485894766544	RX(q=4)	1
hyrlqas/COBYLA	1.58	4	4	22	22	1.5782084954825137	CNOT(5->3)	1
hyrlqas/COBYLA	1.59	1	1	19	19	1.5898910058584903	CNOT(3->5)	1
hyrlqas/COBYLA	1.60	1	1	16	16	1.5994277490225528	CNOT(3->1)	1
hyrlqas/COBYLA	failure	1591	0		22.14330609679447	382.5691826088557	RY(q=5)	56
hyrlqas/Rotosolve	0.27	9	9	15.222222222222221	15.222222222222221	0.2700057519522403	CNOT(5->4)	2
hyrlqas/Rotosolve	0.28	3	3	20.666666666666668	20.666666666666668	0.2795424951163028	CNOT(5->3)	1
hyrlqas/Rotosolve	0.29	1	1	17	17	0.29194026122958405	CNOT(4->5)	1
hyrlqas/Rotosolve	0.31	2	2	29.5	29.5	0.3081527246084903	CNOT(5->1)	1
hyrlqas/Rotosolve	0.32	1	1	18	18	0.31673579345614655	CNOT(4->5)	1
hyrlqas/Rotosolve	0.33	2	2	17	17	0.3291335595694278	CNOT(5->2)	1
hyrlqas/Rotosolve	0.34	2	2	24	24	0.3381934655752872	CNOT(3->1)	1
hyrlqas/Rotosolve	0.37	2	2	19	19	0.3710952294913028	RZ(q=2)	1
hyrlqas/Rotosolve	0.38	1	1	32	32	0.3768172753897403	CNOT(0->1)	1
hyrlqas/Rotosolve	0.40	1	1	17	17	0.39875178466708405	CNOT(4->0)	1
hyrlqas/Rotosolve	0.41	1	1	30	30	0.41019587646395905	CNOT(0->1)	1
hyrlqas/Rotosolve	0.43	1	1	16	16	0.4302230371084903	RY(q=4)	1
hyrlqas/Rotosolve	0.44	1	1	18	18	0.43689875732333405	CNOT(4->2)	1
hyrlqas/Rotosolve	0.45	1	1	13	13	0.4492965234366153	CNOT(4->3)	1
hyrlqas/Rotosolve	0.48	3	3	14	14	0.4772709700511986	CNOT(2->3)	1
hyrlqas/Rotosolve	0.50	2	2	39	39	0.49602656494052155	RZ(q=1)	1
hyrlqas/Rotosolve	0.51	1	1	20	20	0.505563308104584	CNOT(4->0)	1
hyrlqas/Rotosolve	0.53	1	1	16	16	0.5341735375967716	RY(q=4)	1
hyrlqas/Rotosolve	0.54	3	3	23.666666666666668	23.666666666666668	0.5386240177400007	RX(q=5)	1
hyrlqas/Rotosolve	0.55	44307	44307	2.7359108041618705	2.7359108041618705	0.5542001816596431	RX(q=4)	16566
hyrlqas/Rotosolve	0.56	163	163	17.21472392638037	17.21472392638037	0.5580739031337012	RY(q=5)	16
hyrlqas/Rotosolve	0.57	58	58	17.844827586206897	17.844827586206897	0.5690977487699935	CNOT(4->5)	7
hyrlqas/Rotosolve	0.58	48	48	18.895833333333332	18.895833333333332	0.5797313544200952	RZ(q=5)	5
hyrlqas/Rotosolve	0.59	28	28	18.392857142857142	18.392857142857142	0.5904062624677258	CNOT(4->5)	3
hyrlqas/Rotosolve	0.60	32	32	21.125	21.125	0.5995300305929874	CNOT(5->4)	4
hyrlqas/Rotosolve	0.61	28	28	17.607142857142858	17.607142857142858	0.6109443200674747	RY(q=5)	3
hyrlqas/Rotosolve	0.62	18	18	17.666666666666668	17.666666666666668	0.6211168461091413	CNOT(4->5)	3
hyrlqas/Rotosolve	0.63	18	18	18.833333333333332	18.833333333333332	0.6299648244891327	RX(q=4)	2
hyrlqas/Rotosolve	0.64	22	22	18.045454545454547	18.045454545454547	0.6398579913876096	CNOT(4->5)	5
hyrlqas/Rotosolve	0.65	22	22	17.636363636363637	17.636363636363637	0.6494814322168	RY(q=5)	3
hyrlqas/Rotosolve	0.66	14	14	21.571428571428573	21.571428571428573	0.6610803412728318	RY(q=5)	2
hyrlqas/Rotosolve	0.67	15	15	17.2	17.2	0.6699767602530216	CNOT(4->5)	3
hyrlqas/Rotosolve	0.68	10	10	17.1	17.1	0.680276442870209	RZ(q=5)	2
hyrlqas/Rotosolve	0.69	6	6	20	20	0.6904171797679955	CNOT(4->1)	2
hyrlqas/Rotosolve	0.70	7	7	16	16	0.7010665429678653	CNOT(4->5)	2
hyrlqas/Rotosolve	0.71	9	9	17.77777777777778	17.77777777777778	0.7109211775707299	RY(q=5)	2
hyrlqas/Rotosolve	0.72	9	9	17.444444444444443	17.444444444444443	0.71908039116665	RX(q=4)	1
hyrlqas/Rotosolve	0.73	13	13	20.923076923076923	20.923076923076923	0.7307038063392596	CNOT(5->4)	2
hyrlqas/Rotosolve	0.74	12	12	18.25	18.25	0.7412798099763288	RY(q=2)	1
hyrlqas/Rotosolve	0.75	12	12	14.75	14.75	0.7504986617015893	CNOT(1->3)	3
hyrlqas/Rotosolve	0.76	13	13	16.76923076923077	16.76923076923077	0.7598275527710504	RX(q=4)	2
hyrlqas/Rotosolve	0.77	4	4	16	16	0.768777419432709	RY(q=4)	1
hyrlqas/Rotosolve	0.78	7	7	19.285714285714285	19.285714285714285	0.7776329666564814	CNOT(4->5)	1
hyrlqas/Rotosolve	0.79	1	1	16	16	0.7888045800772403	RY(q=5)	1
hyrlqas/Rotosolve	0.80	2	2	18.5	18.5	0.7978644860830997	CNOT(5->4)	1
hyrlqas/Rotosolve	0.81	10	10	16.5	16.5	0.8093085778799747	CNOT(4->5)	2
hyrlqas/Rotosolve	0.82	5	5	19.2	19.2	0.8195128930655216	RY(q=4)	2
hyrlqas/Rotosolve	0.83	2	2	13.5	13.5	0.8321967614737247	RZ(q=4)	1
hyrlqas/Rotosolve	0.84	5	5	18.8	18.8	0.8403029931631778	RX(q=5)	1
hyrlqas/Rotosolve	0.85	6	6	17.666666666666668	17.666666666666668	0.8498397363272403	RX(q=0)	1
hyrlqas/Rotosolve	0.86	4	4	22.5	22.5	0.8617606652823184	RY(q=5)	1
hyrlqas/Rotosolve	0.87	7	7	23.714285714285715	23.714285714285715	0.867959548338959	RX(q=4)	1
hyrlqas/Rotosolve	0.88	10	10	16.1	16.1	0.8796897424307559	RZ(q=0)	2
hyrlqas/Rotosolve	0.89	4	4	16	16	0.890847731932709	RY(q=4)	1
hyrlqas/Rotosolve	0.90	6	6	16.833333333333332	16.833333333333332	0.9016560408519799	CNOT(4->5)	2
hyrlqas/Rotosolve	0.91	6	6	12.833333333333334	12.833333333333334	0.9100801639802351	RX(q=5)	1
hyrlqas/Rotosolve	0.92	2	2	25	25	0.9204116357413028	CNOT(5->1)	1
hyrlqas/Rotosolve	0.93	4	4	15.25	15.25	0.9311404718008731	CNOT(4->5)	1
hyrlqas/Rotosolve	0.94	5	5	25	25	0.939675856932709	CNOT(2->5)	1
hyrlqas/Rotosolve	0.95	2	2	27.5	27.5	0.9528365624991153	CNOT(5->3)	1
hyrlqas/Rotosolve	0.96	2	2	9	9	0.9623733056631778	RY(q=4)	1
hyrlqas/Rotosolve	0.97	2	2	11	11	0.9680953515616153	CNOT(0->4)	1
hyrlqas/Rotosolve	0.99	2	2	19	19	0.9928908837881778	CNOT(1->2)	1
hyrlqas/Rotosolve	1.00	5	5	15.8	15.8	1.0024276269522403	CNOT(4->5)	1
hyrlqas/Rotosolve	1.01	6	6	14.666666666666666	14.666666666666666	1.0103749129222923	CNOT(4->5)	2
hyrlqas/Rotosolve	1.02	1	1	17	17	1.0215011132803653	RY(q=5)	1
hyrlqas/Rotosolve	1.03	5	5	14.2	14.2	1.0300841821280216	RY(q=5)	2
hyrlqas/Rotosolve	1.04	8	8	17.875	17.875	1.039620925292084	CNOT(0->1)	2
hyrlqas/Rotosolve	1.05	1	1	9	9	1.047250319823334	RY(q=4)	1
hyrlqas/Rotosolve	1.06	2	2	17.5	17.5	1.0591712487784122	CNOT(5->0)	1
hyrlqas/Rotosolve	1.07	3	3	17.333333333333332	17.333333333333332	1.070456394855886	RY(q=4)	2
hyrlqas/Rotosolve	1.08	3	3	21.333333333333332	21.333333333333332	1.0799931380199486	CNOT(4->3)	1
hyrlqas/Rotosolve	1.09	3	3	13.333333333333334	13.333333333333334	1.088894098306407	RY(q=4)	1
hyrlqas/Rotosolve	1.10	2	2	13	13	1.0997024072256778	CNOT(0->1)	1
hyrlqas/Rotosolve	1.11	3	3	17.333333333333332	17.333333333333332	1.112418064777761	RY(q=5)	1
hyrlqas/Rotosolve	1.12	3	3	35	35	1.1225905908194278	RY(q=4)	1
hyrlqas/Rotosolve	1.13	2	2	20	20	1.1297431481924747	CNOT(0->4)	1
hyrlqas/Rotosolve	1.14	2	2	24	24	1.1407104028311466	CNOT(3->4)	1
hyrlqas/Rotosolve	1.15	2	2	12.5	12.5	1.1483397973623966	RZ(q=5)	1
hyrlqas/Rotosolve	1.17	3	3	16.666666666666668	16.666666666666668	1.1677311751293236	RX(q=4)	1
hyrlqas/Rotosolve	1.18	3	3	17	17	1.1785394840485945	RY(q=4)	1
hyrlqas/Rotosolve	1.19	3	3	23.333333333333332	23.333333333333332	1.1877583357738548	CNOT(4->5)	1
hyrlqas/Rotosolve	1.20	2	2	14.5	14.5	1.1988845361319278	RY(q=5)	1
hyrlqas/Rotosolve	1.21	3	3	22.666666666666668	22.666666666666668	1.2119180851228133	RZ(q=2)	1
hyrlqas/Rotosolve	1.22	4	4	20	20	1.2212958825674747	CNOT(0->4)	1
hyrlqas/Rotosolve	1.23	1	1	16	16	1.2332168115225528	CNOT(4->5)	1
hyrlqas/Rotosolve	1.24	1	1	18	18	1.2360778344717716	RX(q=5)	1
hyrlqas/Rotosolve	1.25	1	1	23	23	1.2522902978506778	CNOT(5->4)	1
hyrlqas/Rotosolve	1.26	1	1	37	37	1.257058669432709	CNOT(4->0)	1
hyrlqas/Rotosolve	1.27	3	3	20	20	1.2704101098623966	CNOT(1->0)	1
hyrlqas/Rotosolve	1.28	1	1	15	15	1.2770858300772403	CNOT(5->2)	1
hyrlqas/Rotosolve	1.29	3	3	22.666666666666668	22.666666666666668	1.2904372705069278	CNOT(5->3)	1
hyrlqas/Rotosolve	1.30	4	4	28.25	28.25	1.3014045251455997	CNOT(4->3)	1
hyrlqas/Rotosolve	1.31	3	3	22.666666666666668	22.666666666666668	1.310146539712657	RX(q=0)	1
hyrlqas/Rotosolve	1.32	6	6	15.666666666666666	15.666666666666666	1.3204780114737247	CNOT(2->4)	2
hyrlqas/Rotosolve	1.34	5	5	11.8	11.8	1.3411727441397403	RY(q=5)	2
hyrlqas/Rotosolve	1.35	5	5	12.4	12.4	1.348611403807709	CNOT(5->3)	1
hyrlqas/Rotosolve	1.36	1	1	22	22	1.363870192870209	RX(q=5)	1
hyrlqas/Rotosolve	1.37	3	3	23.666666666666668	23.666666666666668	1.3702280216462508	CNOT(3->5)	1
hyrlqas/Rotosolve	1.39	2	2	6.5	6.5	1.3924804223623966	RY(q=5)	2
hyrlqas/Rotosolve	1.40	1	1	24	24	1.3991561425772403	CNOT(1->3)	1
hyrlqas/Rotosolve	1.41	4	4	10	10	1.4117923272696231	RX(q=4)	2
hyrlqas/Rotosolve	1.43	6	6	17.333333333333332	17.333333333333332	1.4301505578604434	CNOT(0->1)	1
hyrlqas/Rotosolve	1.44	3	3	24.333333333333332	24.333333333333332	1.4392104638663028	CNOT(1->4)	1
hyrlqas/Rotosolve	1.46	1	1	22	22	1.455422927245209	CNOT(5->2)	1
hyrlqas/Rotosolve	1.47	1	1	14	14	1.474496413573334	RX(q=5)	1
hyrlqas/Rotosolve	1.48	5	5	23	23	1.4815536035147403	CNOT(2->1)	1
hyrlqas/Rotosolve	1.50	1	1	29	29	1.4983382714834903	CNOT(5->0)	1
hyrlqas/Rotosolve	1.52	2	2	15	15	1.5231338037100528	CNOT(4->3)	1
hyrlqas/Rotosolve	1.53	3	3	16.333333333333332	16.333333333333332	1.528220066730886	CNOT(0->3)	1
hyrlqas/Rotosolve	1.54	3	3	24	24	1.5402999414053653	CNOT(0->2)	1
hyrlqas/Rotosolve	1.55	3	3	14	14	1.5495187931306258	CNOT(5->4)	1
hyrlqas/Rotosolve	1.56	3	3	14.666666666666666	14.666666666666666	1.5603271020498966	RX(q=4)	1
hyrlqas/Rotosolve	1.59	2	2	12	12	1.5875068200674747	RX(q=5)	1
hyrlqas/Rotosolve	failure	4853	0		29.760972594271585	611.8137318918973	RX(q=4)	254
