fidelity_row_index	label	episode	snapshot_index	cluster	fidelity_error_mha	fidelity_gates	fidelity_rot	fidelity_optimizer	fidelity_params	episode_key	run_dir	event_step	event_error_mha	baseline_error_mha	retained_error_mha	delta_error_mha	allowed_error_mha	original_gate_count	fixed_gate_count	effective_max_prune_steps	retained_gate_count	removed_gate_count	redundancy_ratio_pct	resolved_optimizer	last_action	retained_gates	retained_gates_with_angles	retained_signature
35	ep10157_s0	10157	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10157__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	CNOT(0->4)	RX(q=6) | RY(q=0) | RY(q=4) | CNOT(0->4)	RX(q=6,θ=+3.142) | RY(q=0,θ=+0.180) | RY(q=4,θ=-3.142) | CNOT(0->4)	"[""RX(q=6)"", ""RY(q=0)"", ""RY(q=4)"", ""CNOT(0->4)""]"
36	ep7028_s0	7028	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep7028__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	1	6	4	3	42.86	rotosolve	CNOT(0->4)	RX(q=6) | RY(q=0) | RY(q=4) | CNOT(0->4)	RX(q=6,θ=+3.142) | RY(q=0,θ=+0.180) | RY(q=4,θ=-3.142) | CNOT(0->4)	"[""RX(q=6)"", ""RY(q=0)"", ""RY(q=4)"", ""CNOT(0->4)""]"
37	ep9339_s0	9339	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9339__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	2	4	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
38	ep16051_s0	16051	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16051__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(0->4)	RY(q=4) | RX(q=6) | RY(q=0) | CNOT(0->4)	RY(q=4,θ=-3.142) | RX(q=6,θ=+3.142) | RY(q=0,θ=+0.180) | CNOT(0->4)	"[""RY(q=4)"", ""RX(q=6)"", ""RY(q=0)"", ""CNOT(0->4)""]"
39	ep15100_s0	15100	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15100__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	CNOT(0->4)	RX(q=6) | RY(q=0) | RY(q=4) | CNOT(0->4)	RX(q=6,θ=+3.142) | RY(q=0,θ=+0.180) | RY(q=4,θ=-3.142) | CNOT(0->4)	"[""RX(q=6)"", ""RY(q=0)"", ""RY(q=4)"", ""CNOT(0->4)""]"
40	ep19498_s0	19498	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19498__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	2	3	4	1	20.00	rotosolve	CNOT(1->5)	RX(q=7) | RY(q=1) | RY(q=5) | CNOT(1->5)	RX(q=7,θ=+3.142) | RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RX(q=7)"", ""RY(q=1)"", ""RY(q=5)"", ""CNOT(1->5)""]"
41	ep15635_s0	15635	0	1	0.0	4	2	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15635__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | CNOT(5->7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(5->7) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""CNOT(5->7)"", ""CNOT(1->5)""]"
42	ep9375_s0	9375	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9375__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	2	5	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
43	ep14687_s0	14687	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14687__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	CNOT(0->4)	RX(q=4) | RX(q=6) | RY(q=0) | CNOT(0->4)	RX(q=4,θ=-3.142) | RX(q=6,θ=+3.142) | RY(q=0,θ=+0.180) | CNOT(0->4)	"[""RX(q=4)"", ""RX(q=6)"", ""RY(q=0)"", ""CNOT(0->4)""]"
44	ep11662_s0	11662	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11662__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	1	6	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=5) | RY(q=1) | RY(q=7) | CNOT(1->5)	RY(q=5,θ=-3.142) | RY(q=1,θ=+0.180) | RY(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=5)"", ""RY(q=1)"", ""RY(q=7)"", ""CNOT(1->5)""]"
45	ep238_s0	238	0	1	0.0	8	4	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep238__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	43	0.000623	0.000000	0.000000	0.000000	0.050000	43	3	40	8	35	81.40	rotosolve	RY(q=4)	RY(q=0) | CNOT(1->4) | RY(q=4) | RY(q=1) | CNOT(4->5) | CNOT(4->7) | CNOT(1->5) | RY(q=4)	RY(q=0,θ=-0.000) | CNOT(1->4) | RY(q=4,θ=+3.142) | RY(q=1,θ=+0.180) | CNOT(4->5) | CNOT(4->7) | CNOT(1->5) | RY(q=4,θ=-3.142)	"[""RY(q=0)"", ""CNOT(1->4)"", ""RY(q=4)"", ""RY(q=1)"", ""CNOT(4->5)"", ""CNOT(4->7)"", ""CNOT(1->5)"", ""RY(q=4)""]"
46	ep7182_s0	7182	0	0	0.0	4	2	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep7182__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	9	0.000623	0.000000	0.000000	0.000000	0.050000	9	1	8	4	5	55.56	rotosolve	CNOT(6->4)	RX(q=6) | RY(q=0) | CNOT(0->4) | CNOT(6->4)	RX(q=6,θ=-3.142) | RY(q=0,θ=+0.180) | CNOT(0->4) | CNOT(6->4)	"[""RX(q=6)"", ""RY(q=0)"", ""CNOT(0->4)"", ""CNOT(6->4)""]"
47	ep18556_s0	18556	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18556__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=7) | RY(q=1) | RY(q=5) | CNOT(1->5)	RY(q=7,θ=+3.142) | RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=7)"", ""RY(q=1)"", ""RY(q=5)"", ""CNOT(1->5)""]"
48	ep6318_s0	6318	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep6318__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(0->4)	RY(q=4) | RY(q=0) | RX(q=6) | CNOT(0->4)	RY(q=4,θ=-3.142) | RY(q=0,θ=+0.180) | RX(q=6,θ=+3.142) | CNOT(0->4)	"[""RY(q=4)"", ""RY(q=0)"", ""RX(q=6)"", ""CNOT(0->4)""]"
49	ep10825_s0	10825	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10825__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	RX(q=7)	RY(q=1) | RY(q=5) | CNOT(5->1) | RX(q=7)	RY(q=1,θ=+3.142) | RY(q=5,θ=+2.961) | CNOT(5->1) | RX(q=7,θ=+3.142)	"[""RY(q=1)"", ""RY(q=5)"", ""CNOT(5->1)"", ""RX(q=7)""]"
50	ep11157_s0	11157	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11157__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	9	0.000623	0.000000	0.000000	0.000000	0.050000	9	2	7	4	5	55.56	rotosolve	CNOT(1->5)	RY(q=5) | RY(q=1) | RX(q=7) | CNOT(1->5)	RY(q=5,θ=-3.142) | RY(q=1,θ=+0.180) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=5)"", ""RY(q=1)"", ""RX(q=7)"", ""CNOT(1->5)""]"
51	ep19832_s0	19832	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19832__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	8	0.000623	0.000000	0.000000	0.000000	0.050000	8	2	6	4	4	50.00	rotosolve	CNOT(1->5)	RY(q=1) | RX(q=7) | RY(q=5) | CNOT(1->5)	RY(q=1,θ=+0.180) | RX(q=7,θ=+3.142) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RX(q=7)"", ""RY(q=5)"", ""CNOT(1->5)""]"
52	ep17468_s0	17468	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17468__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	1	6	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=5) | RY(q=1) | RY(q=7) | CNOT(1->5)	RY(q=5,θ=-3.142) | RY(q=1,θ=+0.180) | RY(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=5)"", ""RY(q=1)"", ""RY(q=7)"", ""CNOT(1->5)""]"
53	ep8689_s0	8689	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8689__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	2	5	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=5) | RY(q=1) | RX(q=7) | CNOT(1->5)	RY(q=5,θ=-3.142) | RY(q=1,θ=+0.180) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=5)"", ""RY(q=1)"", ""RX(q=7)"", ""CNOT(1->5)""]"
54	ep12140_s0	12140	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep12140__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	1	4	4	1	20.00	rotosolve	CNOT(1->5)	RY(q=7) | RY(q=1) | RY(q=5) | CNOT(1->5)	RY(q=7,θ=+3.142) | RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=7)"", ""RY(q=1)"", ""RY(q=5)"", ""CNOT(1->5)""]"
55	ep14438_s0	14438	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14438__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	2	4	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
56	ep17062_s0	17062	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17062__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=7) | RY(q=1) | RY(q=5) | CNOT(1->5)	RY(q=7,θ=+3.142) | RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=7)"", ""RY(q=1)"", ""RY(q=5)"", ""CNOT(1->5)""]"
57	ep18630_s0	18630	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18630__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RY(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RY(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RY(q=7)"", ""CNOT(1->5)""]"
58	ep17891_s0	17891	0	1	0.0	4	2	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17891__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | CNOT(5->7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | CNOT(5->7) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""CNOT(5->7)"", ""CNOT(1->5)""]"
59	ep10177_s0	10177	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10177__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	2	3	4	1	20.00	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
60	ep17195_s0	17195	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17195__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	1	5	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=7) | RY(q=5) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=7,θ=+3.142) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=7)"", ""RY(q=5)"", ""CNOT(1->5)""]"
61	ep8316_s0	8316	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8316__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	2	3	4	1	20.00	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
62	ep18355_s0	18355	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18355__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	1	6	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=7) | RY(q=5) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=7,θ=+3.142) | RY(q=5,θ=-3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=7)"", ""RY(q=5)"", ""CNOT(1->5)""]"
63	ep9260_s0	9260	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9260__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	2	5	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
64	ep16597_s0	16597	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16597__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	6	0.000623	0.000000	0.000000	0.000000	0.050000	6	2	4	4	2	33.33	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
65	ep10414_s0	10414	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10414__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	8	0.000623	0.000000	0.000000	0.000000	0.050000	8	2	6	4	4	50.00	rotosolve	CNOT(0->4)	RY(q=4) | RY(q=0) | RX(q=6) | CNOT(0->4)	RY(q=4,θ=-3.142) | RY(q=0,θ=+0.180) | RX(q=6,θ=+3.142) | CNOT(0->4)	"[""RY(q=4)"", ""RY(q=0)"", ""RX(q=6)"", ""CNOT(0->4)""]"
66	ep9997_s0	9997	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9997__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	7	0.000623	0.000000	0.000000	0.000000	0.050000	7	2	5	4	3	42.86	rotosolve	CNOT(1->5)	RY(q=1) | RY(q=5) | RX(q=7) | CNOT(1->5)	RY(q=1,θ=+0.180) | RY(q=5,θ=-3.142) | RX(q=7,θ=+3.142) | CNOT(1->5)	"[""RY(q=1)"", ""RY(q=5)"", ""RX(q=7)"", ""CNOT(1->5)""]"
67	ep12218_s0	12218	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep12218__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	4	0.000623	0.000000	0.000000	0.000000	0.050000	4	1	3	4	0	0.00	rotosolve	CNOT(1->5)	RX(q=5) | RY(q=7) | RY(q=1) | CNOT(1->5)	RX(q=5,θ=-3.142) | RY(q=7,θ=+3.142) | RY(q=1,θ=+0.180) | CNOT(1->5)	"[""RX(q=5)"", ""RY(q=7)"", ""RY(q=1)"", ""CNOT(1->5)""]"
68	ep11024_s0	11024	0	1	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11024__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	5	0.000623	0.000000	0.000000	0.000000	0.050000	5	0	5	4	1	20.00	rotosolve	RY(q=7)	RY(q=5) | RY(q=1) | CNOT(5->1) | RY(q=7)	RY(q=5,θ=+2.961) | RY(q=1,θ=+3.142) | CNOT(5->1) | RY(q=7,θ=+3.142)	"[""RY(q=5)"", ""RY(q=1)"", ""CNOT(5->1)"", ""RY(q=7)""]"
69	ep2199_s0	2199	0	0	0.0	4	3	rotosolve	sweeps=2	crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep2199__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	8	0.000623	0.000000	0.000000	0.000000	0.050000	8	1	7	4	4	50.00	rotosolve	CNOT(0->4)	RY(q=4) | RY(q=0) | RY(q=6) | CNOT(0->4)	RY(q=4,θ=-3.142) | RY(q=0,θ=+0.180) | RY(q=6,θ=+3.142) | CNOT(0->4)	"[""RY(q=4)"", ""RY(q=0)"", ""RY(q=6)"", ""CNOT(0->4)""]"
