episode_key	run_dir	method	molecule	config	seed	episode	snapshot_index	event_step	event_error_mha	last_action	prefix_len
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18355__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	18355	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9260__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	9260	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16597__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16597	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep10414__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	10414	0	8	0.0006	CNOT(0->4)	8
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep9997__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	9997	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep12218__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	12218	0	4	0.0006	CNOT(1->5)	4
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11024__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11024	0	5	0.0006	RY(q=7)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep2199__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	2199	0	8	0.0006	CNOT(0->4)	8
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8360__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8360	0	9	0.0006	CNOT(1->5)	9
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep17692__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	17692	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11867__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11867	0	13	0.0006	CNOT(0->4)	13
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep18342__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	18342	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14078__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14078	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11050__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11050	0	4	0.0006	CNOT(1->5)	4
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19196__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19196	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15155__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15155	0	4	0.0006	CNOT(1->5)	4
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14648__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14648	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep13334__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	13334	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15771__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15771	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15997__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15997	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19064__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19064	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14541__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14541	0	7	0.0006	CNOT(0->4)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep11060__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	11060	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16699__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16699	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep13586__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	13586	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15909__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15909	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep3356__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	3356	0	16	0.0006	CNOT(6->4)	16
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8273__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8273	0	8	0.0006	CNOT(1->5)	8
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8238__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8238	0	7	0.0006	RY(q=7)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep14134__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	14134	0	5	0.0006	CNOT(1->5)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15881__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15881	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep12876__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	12876	0	11	0.0006	CNOT(0->4)	11
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep8193__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	8193	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep19889__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	19889	0	6	0.0006	CNOT(1->5)	6
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep7970__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	7970	0	11	0.0006	CNOT(1->5)	11
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16972__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16972	0	5	0.0006	CNOT(0->4)	5
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep16349__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	16349	0	7	0.0006	CNOT(1->5)	7
crlqas__L3_CH2_Singlet_8q__L3_CH2_Singlet_8q_rotosolve_s2_20k__seed11111__ep15799__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L3_CH2_Singlet_8q/Formal_EXP/L3_CH2_Singlet_8q_rotosolve_s2_20k/seed11111	crlqas	L3_CH2_Singlet_8q	L3_CH2_Singlet_8q_rotosolve_s2_20k	seed11111	15799	0	16	0.0006	RX(q=7)	16
